http://www.ricentral.com/narragansett_times/,,,,
http://www.ricentral.com/coventry_courier/,,,,
http://www.valleybreeze.com/,https://twitter.com/TheValleyBreeze,https://www.facebook.com/pages/The-Valley-Breeze-Newspapers/117345161623616,,
http://www.ricentral.com/east_greenwich_pendulum/,,,,
https://pbn.com/,https://twitter.com/provbusnews,https://www.facebook.com/ProvidenceBusinessNews,https://www.youtube.com/user/PBNUpload/featured,
http://www.providencejournal.com/,https://twitter.com/projo,https://www.facebook.com/ProvidenceJournal,https://instagram.com/provjournal/,https://www.youtube.com/user/ProvidenceJournal
http://www.jamestownpress.com/,,,,
http://www.newportri.com/newportdailynews/,https://twitter.com/TheNewportDaily,https://www.facebook.com/pages/The-Newport-Daily-News/117256043830,https://www.instagram.com/thenewportdailynews/,https://www.youtube.com/user/TheNewportDailyNews/videos
http://www.ricentral.com/nk_standard_times/,,,,
http://www.pawtuckettimes.com/,https://www.facebook.com/pages/The-Pawtucket-Times/336239213082558,,,
http://www.eastbayri.com/portsmouth/,https://twitter.com/eastbayri,https://www.facebook.com/PortsmouthTimes,,
http://www.independentri.com/,https://www.facebook.com/neindependent,,,
http://www.eastbayri.com/warren/,https://twitter.com/eastbayri,https://www.facebook.com/pages/Warren-Times-Gazette/259622280877176,,
http://www.warwickonline.com/,https://www.facebook.com/WarwickBeacon,https://www.youtube.com/user/WarwickBeacon/videos,,
http://www.ricentral.com/news/,https://www.facebook.com/Kent-County-Daily-Times-1551907461764426/timeline/,,,
http://www.thewesterlysun.com/,https://twitter.com/thewesterlysun,https://www.facebook.com/TheWesterlySun,https://www.youtube.com/user/sunpublishingco/videos,
http://www.woonsocketcall.com/,https://twitter.com/WoonsocketCall,https://www.facebook.com/pages/The-Woonsocket-Call/343704942326612,https://www.youtube.com/channel/UCM7Ar0ctD0oiNeplCbQ5Elw/videos,
http://www.ricentral.com/chariho_times/,,,,
