http://www.aberdeennews.com/,https://twitter.com/aberdeennews,https://www.facebook.com/theaberdeennews/,https://instagram.com/aberdeennews/,http://www.youtube.com/user/AberdeenAmericanNews
http://rapidcityjournal.com/news/local/communities/belle_fourche/,,,,
http://www.argusleader.com/news/brandon/,,,,
https://brookingsregister.com/,https://www.facebook.com/BrookingsRegister,,,
https://www.chamberlainsun.com/,https://www.facebook.com/ChamberlainSun,,,
https://moodycountyenterprise.com/,https://www.facebook.com/MCEnterprise,,,
http://www.capjournal.com/,https://twitter.com/capitaljournal,https://www.facebook.com/CapitalJournal,http://www.youtube.com/user/CapJournal,
http://www.freemansd.com/,https://twitter.com/freemancourier,https://www.facebook.com/pages/Freeman-Courier/119808784709486,https://www.instagram.com/freemancourier/,
https://www.ainsworthnews.com/gregory-times-advocate,,,,
http://397news.com/,,,,
https://plainsman.com/,https://www.facebook.com/TheHuronPlainsman,,,
http://www.dailyleaderextra.com/,https://twitter.com/daily_leader,https://www.facebook.com/pages/Madison-Daily-Leader/213063072771,,
http://www.lennoxnews.com/,https://twitter.com/LennoxSDnews,https://www.facebook.com/LennoxIndependent,https://www.youtube.com/channel/UCATAeNEZ5pIWqhBQp5FxtkQ,
http://themillerpress.com/,https://www.facebook.com/TheMillerPress,,,
http://www.mitchellrepublic.com/,https://twitter.com/dailyrepublic,https://www.facebook.com/pages/The-Daily-Republic/114638563842,,
http://www.mobridgetribune.com/,https://twitter.com/MobridgeTribune,https://www.facebook.com/mobridgetribune,http://www.youtube.com/user/mobridgetribune,
http://www.bhpioneer.com/,https://twitter.com/bhpioneer,https://www.facebook.com/pages/Black-Hills-Pioneer/328371246132,,
http://www.parkstonadvance.com/,https://www.facebook.com/pages/The-Parkston-Advance-Inc/130556047008163,,,
http://www.pioneer-review.com/,,,,
http://www.lakotacountrytimes.com/,https://twitter.com/lakota_timez,https://www.facebook.com/pages/Lakota-Country-Times/180079713891,,
http://rapidcityjournal.com/,https://twitter.com/rcjournal,https://www.facebook.com/RCJournal,https://instagram.com/rapidcityjournal/,https://www.youtube.com/user/RapidCityJournal
https://redfieldpress.com/,https://www.facebook.com/Redfield-Press-1619196238293166/,,,
http://www.argusleader.com/,https://twitter.com/argusleader,https://www.facebook.com/argusleader,https://instagram.com/argusleader/,https://www.youtube.com/channel/UCnd4U4dCZC7odQiytVBk43w
http://www.sissetoncourier.com/,https://www.facebook.com/SissetonCourier,,,
http://rapidcityjournal.com/news/local/communities/sturgis/,,,,
http://www.teaweekly.com/,https://twitter.com/teaweekly,https://www.facebook.com/TeaWeekly,,
http://www.parkstonadvance.com/,,,,
http://www.plaintalk.net/,https://twitter.com/plaintalk2,https://www.facebook.com/pages/Vermillion-Plain-Talk/362426717117570,http://www.youtube.com/user/plaintalkvermillion,
http://www.thepublicopinion.com/,https://twitter.com/PublicOpinionSD,https://www.facebook.com/PublicOpinionSD,https://www.youtube.com/user/PublicOpinionWtn,
http://www.reporterandfarmer.com/,https://twitter.com/ReporterFarmer,https://www.facebook.com/pages/Reporter-Farmer/358099377556319,https://www.youtube.com/user/ReporterAndFarmer/videos,
http://www.yankton.net/,https://twitter.com/pressanddakotan,https://www.facebook.com/pressanddakotan,https://www.youtube.com/user/pressanddakotan/videos,
http://www.ycobserver.com/,,,,
